username,content,likes,retweets,replies
_TJRTrades,"Good Luck 
@MerabDvalishvil
, we are right behind you!

MAGAVERSE - FIGHT ON!",207,68,48
_TJRTrades,"Can anyone on X connect me to Trumps team? 

The 
@MVRS
 team would like to donate 1m $USDT to  
@realDonaldTrump
's inaugural fund

It would be an honor to donate & a thank you to the man that saved crypto 
@EricTrump
 @DonaldJTrumpJr
 @elonmusk
 @DanScavino",323,126,95
_TJRTrades,Fuck it I’m buying the dip,701,30,134
_TJRTrades,Life isn’t all about grinding 24/7 I used to think it was but spend time with family and friends cause before you know it those opportunities to be with them will pass and you will be regretting not making memories with them. Not saying don’t grind but find a balance,736,45,29
_TJRTrades,Wasn’t this supposed to happen a long time ago or am I trippin https://x.com/__mihir/status/__mihir/status/1877891806374830503…,68,2,6
_TJRTrades,Every single meme I’m in is underwater at this point we just hodl and pray,104,9,34
_TJRTrades,Study strength $rizo up 185% from lows and seeking previous highs,155,53,77
_TJRTrades,Retest of past ath then ripped wouldn’t be surprised if we see this continue higher once trump gets into office due to Elon correlation,60,4,4
_TJRTrades,"$LOFI is LIVE on 
@kucoincom
 tomorrow 

The Yeti shall not be faded",581,203,80
_TJRTrades,What we’ve seen with California since Covid in 2020 is literally a full wipe out. Make it horrible to live in via the politics and homelessness start several massive fires in high cost areas making less people want to move. I think in another 5-10 years the “California market” to,67,1,3
_TJRTrades,Not much else to say besides what the fuck,158,1,29
_TJRTrades,Crypto… I’m tired,666,28,105
_TJRTrades,Still in this $ETH trade from around a month ago… so far it’s not aging well…,315,6,42
_TJRTrades,Yes I made $56k,141,5,20
_TJRTrades,Why would I share a trade that I consider gambling,89,1,8
_TJRTrades,Is the bull run over,695,18,218
_TJRTrades,I gambled today,154,5,11
_TJRTrades,Study when we all used to try now we post Lebron tributes,65,0,9
_TJRTrades,Bang bang sniper gang,352,6,27
_TJRTrades,he can't keep getting away with this,667,40,28
_TJRTrades,$sui *****,137,8,64
_TJRTrades,"To all the young people hustling, trust me on this piece of advice. 

“You can have everything you want in life, just not at the same time.”

Example — you’re 22, you have your health, all the energy in the world, your parents are in your life, everything is good besides your",2500,357,93
_TJRTrades,"Memecoins are young people’s Crypto.

You don’t fade young people.

You follow them, the earlier the better.

Memecoins is their Asset Class and it will continue to outperform.",5600,874,1400
_TJRTrades,$lofi starting to break out to the upside while $shi is back at ath,98,2,17
_TJRTrades,And I heard that she wanna showooooooowoooooooah,67,0,9
_TJRTrades,Damn bruh not feeling the new lil baby album,189,5,31
_TJRTrades,$trust up 100% on the day after a big dip been screaming this shit from the rooftops wouldn’t surprised if this shit starts cooking when the rest of the market picks back up fully,183,13,34
_TJRTrades,"Live Trading today on FULLPORT FRIDAY 
in 15 minutes see you there",73,1,19
_TJRTrades,Down 3.9k this year so far gotta get my lick back,367,11,58
_TJRTrades,Time to start trenching again,129,6,30
_TJRTrades,Ai agents seem to be the move shill me your top ai agent plays,1000,49,615
_TJRTrades,Crime bull run,516,22,23
_TJRTrades,I unironically want this couch in my man cave,205,7,23
_TJRTrades,$TRUST the process.,9700,374,148
_TJRTrades,It’s just a joke because he always says really outrageous shit and never does it I do think he has some sort of mental health disorder like being completely honest,71,1,17
_TJRTrades,"If you’re a guy in your early 20s, buy a life size Lebron body pillow

 go into debt if you have to",169,7,38
_TJRTrades,Yo so did ICT win the Robbins cup or nah,193,2,20
_TJRTrades,Getting a hair cut right now first cut in like 8 months,391,3,37
_TJRTrades,Okay,97,2,22
_TJRTrades,I want to spend money like rappers do bruh I have more money than the majority of rappers and spend way less but man I just saw BigXThaPlug spend 300k on watches and hand them bitches out like it was candy,418,10,66
